Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,file_path,bins,fold,preds
00838b02764e8d37edde39ed18693427,0,0,0,1,0,0,1,0,0,0,0,0,27,../input/petfinder-pawpularity-score/train/00838b02764e8d37edde39ed18693427.jpg,3,0,23.411285
0085bfb9a7ebfd776cb804d8b456bb05,0,1,1,1,0,0,0,0,0,0,0,0,50,../input/petfinder-pawpularity-score/train/0085bfb9a7ebfd776cb804d8b456bb05.jpg,6,0,53.032803
009367718f506d87cd898ed0310a2392,0,1,1,1,0,0,0,0,0,0,0,0,36,../input/petfinder-pawpularity-score/train/009367718f506d87cd898ed0310a2392.jpg,4,0,30.726904
00b151a572c9aabedf8cfce0fa18be25,0,0,1,1,0,0,0,0,0,0,0,1,21,../input/petfinder-pawpularity-score/train/00b151a572c9aabedf8cfce0fa18be25.jpg,2,0,21.169954
00d1cb2ec8b263ae076ff95cae513a88,0,1,1,1,0,0,0,0,0,0,0,0,31,../input/petfinder-pawpularity-score/train/00d1cb2ec8b263ae076ff95cae513a88.jpg,4,0,30.414497
00d560ebe5e1b2450eb530a2c96d08a3,0,1,1,1,0,0,1,0,0,0,0,0,67,../input/petfinder-pawpularity-score/train/00d560ebe5e1b2450eb530a2c96d08a3.jpg,9,0,63.054684
00ddc7582953fb2c862e751e2b5d45f0,0,1,1,1,0,0,1,0,0,0,0,0,54,../input/petfinder-pawpularity-score/train/00ddc7582953fb2c862e751e2b5d45f0.jpg,7,0,30.145956
00df0a668441b10869f4372fd15c14f5,0,0,0,1,0,0,0,0,0,0,0,0,69,../input/petfinder-pawpularity-score/train/00df0a668441b10869f4372fd15c14f5.jpg,9,0,32.100586
00dff6959ce41208a9e0528744162332,0,1,1,1,0,0,0,0,0,1,0,0,30,../input/petfinder-pawpularity-score/train/00dff6959ce41208a9e0528744162332.jpg,4,0,24.834929
00e75416298ca240f7746181ee196600,0,1,1,1,0,0,1,0,0,0,0,0,29,../input/petfinder-pawpularity-score/train/00e75416298ca240f7746181ee196600.jpg,3,0,48.694492
00e83013f21b99cd7edb1d4e545f6579,0,0,1,1,0,0,0,0,0,0,0,0,24,../input/petfinder-pawpularity-score/train/00e83013f21b99cd7edb1d4e545f6579.jpg,3,0,34.91388
00eb7cc3d158a6addbcbde1f267d7d15,0,1,1,1,0,0,0,0,0,0,0,0,47,../input/petfinder-pawpularity-score/train/00eb7cc3d158a6addbcbde1f267d7d15.jpg,6,0,31.526598
00fb5be5bf4e956ea4abb99f41c0b9ec,0,1,1,1,0,0,0,0,0,0,0,0,42,../input/petfinder-pawpularity-score/train/00fb5be5bf4e956ea4abb99f41c0b9ec.jpg,5,0,40.51424
00ff89af70382e1dede4c7091c454e47,0,1,1,1,0,0,0,0,1,1,0,0,31,../input/petfinder-pawpularity-score/train/00ff89af70382e1dede4c7091c454e47.jpg,4,0,29.753712
0117f444e6118619c4f6492cba703177,1,1,1,1,0,0,0,0,0,0,0,0,95,../input/petfinder-pawpularity-score/train/0117f444e6118619c4f6492cba703177.jpg,13,0,35.45735
012518ff91b2484618693a277c0b07d5,0,1,1,1,0,0,0,0,0,0,0,0,34,../input/petfinder-pawpularity-score/train/012518ff91b2484618693a277c0b07d5.jpg,4,0,24.77427
0126fe11deba78f84fd05cd5f12c5a4b,0,1,1,1,0,0,0,0,0,0,0,0,37,../input/petfinder-pawpularity-score/train/0126fe11deba78f84fd05cd5f12c5a4b.jpg,5,0,22.083076
0130f5ec1200e85b4b282a8a14850dbe,0,1,1,1,0,0,0,0,0,0,0,0,46,../input/petfinder-pawpularity-score/train/0130f5ec1200e85b4b282a8a14850dbe.jpg,6,0,25.69256
01318357ff47c204f0d5c5a28e4eac77,1,1,1,1,0,0,0,0,0,0,0,0,47,../input/petfinder-pawpularity-score/train/01318357ff47c204f0d5c5a28e4eac77.jpg,6,0,35.0845
013f86ed0e765b189990d3d5ac28bd7d,0,0,0,1,0,0,1,0,0,0,0,0,100,../input/petfinder-pawpularity-score/train/013f86ed0e765b189990d3d5ac28bd7d.jpg,13,0,35.574017
01430d6ae02e79774b651175edd40842,0,1,1,1,0,0,0,1,0,0,1,0,28,../input/petfinder-pawpularity-score/train/01430d6ae02e79774b651175edd40842.jpg,3,0,27.843674
014af4e2e2154f171c8a0e2d30ebb420,0,0,0,1,0,0,0,0,0,0,0,0,21,../input/petfinder-pawpularity-score/train/014af4e2e2154f171c8a0e2d30ebb420.jpg,2,0,28.200775
014b66005f03707d0a0409a1c19ca60c,0,1,1,1,0,0,0,0,0,0,0,0,25,../input/petfinder-pawpularity-score/train/014b66005f03707d0a0409a1c19ca60c.jpg,3,0,22.714912
0150169aa0d554a63362e3e199fcd8f7,0,1,1,1,0,0,0,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/0150169aa0d554a63362e3e199fcd8f7.jpg,3,0,20.262564
01523678fb845e0a798879914b54b1f5,0,1,1,0,0,0,1,1,0,0,1,0,25,../input/petfinder-pawpularity-score/train/01523678fb845e0a798879914b54b1f5.jpg,3,0,27.374186
01677db1a9bd1e37386a49cc1d6545a2,0,1,1,1,0,0,0,0,0,0,0,0,33,../input/petfinder-pawpularity-score/train/01677db1a9bd1e37386a49cc1d6545a2.jpg,4,0,20.651276
016f00a8a9ea87df5d514a6992b36abe,0,1,1,0,0,0,0,0,0,0,0,0,46,../input/petfinder-pawpularity-score/train/016f00a8a9ea87df5d514a6992b36abe.jpg,6,0,34.554962
0177251abec5b1102cbfa0758e1fa8ee,0,0,0,1,0,1,0,0,0,0,0,0,15,../input/petfinder-pawpularity-score/train/0177251abec5b1102cbfa0758e1fa8ee.jpg,1,0,22.214075
0185e6b6800c2af68dc1e055d91517be,0,0,0,1,0,0,0,0,0,0,0,0,27,../input/petfinder-pawpularity-score/train/0185e6b6800c2af68dc1e055d91517be.jpg,3,0,55.003956
019211a7207432cc8229f19979b9df5d,0,1,1,1,0,0,0,0,0,0,0,0,17,../input/petfinder-pawpularity-score/train/019211a7207432cc8229f19979b9df5d.jpg,2,0,23.144066
019e7f286c9a3bd4d5a66b662b9465ee,0,0,0,1,0,0,0,0,0,0,0,0,82,../input/petfinder-pawpularity-score/train/019e7f286c9a3bd4d5a66b662b9465ee.jpg,11,0,37.881798
01a4d7b6a0aec61f115ba3407ac3cb38,0,0,1,1,0,0,0,0,1,1,0,0,35,../input/petfinder-pawpularity-score/train/01a4d7b6a0aec61f115ba3407ac3cb38.jpg,4,0,21.246862
01a53ec12b1136eda19200c87c7ce206,0,0,0,1,0,0,0,0,0,0,0,1,55,../input/petfinder-pawpularity-score/train/01a53ec12b1136eda19200c87c7ce206.jpg,7,0,25.672617
01b50a31cb6217bf25fad8fb21815ae2,0,1,1,1,0,0,0,0,0,0,0,0,21,../input/petfinder-pawpularity-score/train/01b50a31cb6217bf25fad8fb21815ae2.jpg,2,0,29.215126
01b650d14149c5da9043a553a078bfb0,0,1,1,1,0,0,0,0,1,0,0,0,31,../input/petfinder-pawpularity-score/train/01b650d14149c5da9043a553a078bfb0.jpg,4,0,18.889744
01c029f3190009bf8a48a7b187d4dd9e,0,1,1,1,0,0,0,0,1,1,0,0,53,../input/petfinder-pawpularity-score/train/01c029f3190009bf8a48a7b187d4dd9e.jpg,7,0,36.350918
01e46cec0d4c2d3131ea0a46633d7d74,0,1,1,1,0,0,1,1,1,1,1,0,41,../input/petfinder-pawpularity-score/train/01e46cec0d4c2d3131ea0a46633d7d74.jpg,5,0,42.352985
020413ca0cf070c60d63409f5100993a,0,1,1,1,0,0,0,0,0,0,0,0,32,../input/petfinder-pawpularity-score/train/020413ca0cf070c60d63409f5100993a.jpg,4,0,29.942364
02109ed7dc393b266b46f0de91ef4f2a,0,0,1,1,0,0,0,0,0,0,1,1,22,../input/petfinder-pawpularity-score/train/02109ed7dc393b266b46f0de91ef4f2a.jpg,2,0,23.937948
0221f66230142bd45cbeb77b3cf1b4c9,0,1,1,1,0,0,0,0,0,0,0,0,39,../input/petfinder-pawpularity-score/train/0221f66230142bd45cbeb77b3cf1b4c9.jpg,5,0,71.064
0223b44b4998dd781dcc7d747489794e,0,0,1,1,0,0,0,0,0,0,0,0,42,../input/petfinder-pawpularity-score/train/0223b44b4998dd781dcc7d747489794e.jpg,5,0,29.262754
023d98cfe386a7f75d6c112c3aedc0ae,0,1,1,1,0,0,0,0,1,1,0,0,57,../input/petfinder-pawpularity-score/train/023d98cfe386a7f75d6c112c3aedc0ae.jpg,7,0,21.091343
0255e40c9fae62a35c1943c4463ca6ad,0,1,1,1,0,0,1,0,0,0,0,0,31,../input/petfinder-pawpularity-score/train/0255e40c9fae62a35c1943c4463ca6ad.jpg,4,0,37.628216
02581632f146cccfcfc93005ef5f907e,0,0,1,0,0,0,0,0,1,1,0,0,38,../input/petfinder-pawpularity-score/train/02581632f146cccfcfc93005ef5f907e.jpg,5,0,38.95582
029141b506deb62d9c9e30cb52c952c4,0,1,1,1,0,0,0,0,0,0,0,0,60,../input/petfinder-pawpularity-score/train/029141b506deb62d9c9e30cb52c952c4.jpg,8,0,36.375336
02a5a6417e5eb9694203e348741f76d0,0,1,1,1,0,0,0,0,0,0,0,0,49,../input/petfinder-pawpularity-score/train/02a5a6417e5eb9694203e348741f76d0.jpg,6,0,32.134983
02c494a328763f5ec1c8ea61cf86f92c,0,0,1,1,0,0,0,0,1,0,0,0,19,../input/petfinder-pawpularity-score/train/02c494a328763f5ec1c8ea61cf86f92c.jpg,2,0,19.310081
02c63ef79c250f67aa845d36d38484c1,0,0,1,1,0,0,1,0,0,0,0,0,75,../input/petfinder-pawpularity-score/train/02c63ef79c250f67aa845d36d38484c1.jpg,10,0,32.75418
02c91a9f0d7a8c0f58a51d52d158ac50,0,1,1,1,0,1,0,0,0,0,0,0,43,../input/petfinder-pawpularity-score/train/02c91a9f0d7a8c0f58a51d52d158ac50.jpg,5,0,27.021944
02ce34db83f5c87bc7a31de6146f15b1,0,1,1,1,0,0,0,0,0,0,0,0,31,../input/petfinder-pawpularity-score/train/02ce34db83f5c87bc7a31de6146f15b1.jpg,4,0,24.530989
02d1b5d5a0910d3d093a12137548da15,0,1,1,1,0,0,0,0,0,0,0,0,88,../input/petfinder-pawpularity-score/train/02d1b5d5a0910d3d093a12137548da15.jpg,12,0,71.481316
02eaa2451e7022bc23156b68ecced4a2,0,1,1,1,0,0,0,0,0,0,0,0,33,../input/petfinder-pawpularity-score/train/02eaa2451e7022bc23156b68ecced4a2.jpg,4,0,21.07088
02f2a34e566b60159bff8bda8e07f863,0,1,1,1,0,0,0,0,0,0,0,0,30,../input/petfinder-pawpularity-score/train/02f2a34e566b60159bff8bda8e07f863.jpg,4,0,22.746824
03061e5075bde4995adf6cbf189b0901,0,1,1,1,0,0,0,0,1,0,0,0,4,../input/petfinder-pawpularity-score/train/03061e5075bde4995adf6cbf189b0901.jpg,0,0,22.478266
0337f2ce81eef33554ccabb17e2d8992,0,1,1,1,0,0,0,0,1,1,0,0,45,../input/petfinder-pawpularity-score/train/0337f2ce81eef33554ccabb17e2d8992.jpg,6,0,30.457586
0362d5f206bcd7a1e04402c101572ccd,0,1,1,1,0,0,0,0,1,1,1,0,15,../input/petfinder-pawpularity-score/train/0362d5f206bcd7a1e04402c101572ccd.jpg,1,0,45.06493
037e47319c0298f97fe301acabd1e4dd,0,1,1,1,0,0,0,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/037e47319c0298f97fe301acabd1e4dd.jpg,3,0,19.371695
0381ad0a8c479d86032d2b80838dbfdd,0,1,1,1,0,0,0,0,0,0,0,0,32,../input/petfinder-pawpularity-score/train/0381ad0a8c479d86032d2b80838dbfdd.jpg,4,0,18.046885
0388dd1c1d6aad04c448a470af4b3790,0,1,1,1,0,1,0,0,0,1,1,0,43,../input/petfinder-pawpularity-score/train/0388dd1c1d6aad04c448a470af4b3790.jpg,5,0,34.606922
038c7c8e925037b23da8711b5621104e,0,0,0,1,0,0,0,0,0,0,0,0,42,../input/petfinder-pawpularity-score/train/038c7c8e925037b23da8711b5621104e.jpg,5,0,24.094748
03940f7c2354884d7ccd1e27bc54b31a,0,1,1,1,0,0,1,0,0,0,1,0,32,../input/petfinder-pawpularity-score/train/03940f7c2354884d7ccd1e27bc54b31a.jpg,4,0,24.196432
03bfbe6d31c6c3ac48e726d2a9024e28,0,1,1,1,0,0,0,0,0,0,0,0,31,../input/petfinder-pawpularity-score/train/03bfbe6d31c6c3ac48e726d2a9024e28.jpg,4,0,32.273872
03d375014d1a35e972dbc3d92413df46,0,1,1,1,0,0,0,0,0,0,0,0,49,../input/petfinder-pawpularity-score/train/03d375014d1a35e972dbc3d92413df46.jpg,6,0,30.085442
03d82e64d1b4d99f457259f03ebe604d,1,1,1,1,0,0,0,0,0,0,0,0,38,../input/petfinder-pawpularity-score/train/03d82e64d1b4d99f457259f03ebe604d.jpg,5,0,22.219393
03de1332aa87cf890cacd8107341de97,0,1,1,0,0,0,1,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/03de1332aa87cf890cacd8107341de97.jpg,3,0,33.092663
03ebff6d254041b93adfc089d8837ef8,0,1,1,1,0,0,0,1,0,0,1,0,53,../input/petfinder-pawpularity-score/train/03ebff6d254041b93adfc089d8837ef8.jpg,7,0,32.837627
03ee2812ae36a55469b19f8e3e82b96a,0,0,1,1,0,0,1,0,1,1,0,1,39,../input/petfinder-pawpularity-score/train/03ee2812ae36a55469b19f8e3e82b96a.jpg,5,0,27.168297
03ff21c454ace450612b0bef3b0563eb,0,1,1,1,0,0,0,0,0,0,0,0,35,../input/petfinder-pawpularity-score/train/03ff21c454ace450612b0bef3b0563eb.jpg,4,0,24.310617
041f41a9645a19b8de619f97d9a0f509,0,1,1,1,0,0,0,0,0,0,0,0,19,../input/petfinder-pawpularity-score/train/041f41a9645a19b8de619f97d9a0f509.jpg,2,0,18.430819
042f1c2a781314910b5e241a1ece6700,0,0,0,1,0,0,0,0,0,0,0,0,34,../input/petfinder-pawpularity-score/train/042f1c2a781314910b5e241a1ece6700.jpg,4,0,23.47557
0447b561b9463484ade679541a932fe5,0,1,1,1,0,0,0,0,0,0,0,0,38,../input/petfinder-pawpularity-score/train/0447b561b9463484ade679541a932fe5.jpg,5,0,20.971481
044b6613a9a3cd73b06029e197337816,0,1,1,1,0,0,0,0,0,0,0,0,29,../input/petfinder-pawpularity-score/train/044b6613a9a3cd73b06029e197337816.jpg,3,0,18.014143
0466b91813e18fde62f5224ea05c67a1,0,0,1,1,0,0,0,0,0,0,0,0,20,../input/petfinder-pawpularity-score/train/0466b91813e18fde62f5224ea05c67a1.jpg,2,0,26.73481
047a81a2d5baa5d7526f582fd7bd4805,0,1,1,0,0,0,0,0,0,0,0,0,61,../input/petfinder-pawpularity-score/train/047a81a2d5baa5d7526f582fd7bd4805.jpg,8,0,39.696247
04a547d636ce6f9a7b002868da29882a,0,1,1,1,0,0,0,0,1,1,0,0,28,../input/petfinder-pawpularity-score/train/04a547d636ce6f9a7b002868da29882a.jpg,3,0,33.986744
04a56ab3b8d899eba636bd9b1a4b42dd,0,0,0,1,0,1,1,0,0,0,0,0,71,../input/petfinder-pawpularity-score/train/04a56ab3b8d899eba636bd9b1a4b42dd.jpg,9,0,32.806232
04aa245fb95ca9469563e71a5fe16950,0,1,1,1,0,0,0,0,1,1,0,0,18,../input/petfinder-pawpularity-score/train/04aa245fb95ca9469563e71a5fe16950.jpg,2,0,16.006327
04bf5c88ffbddc20c4b5f41072310dfd,0,0,0,1,0,0,0,0,0,0,0,0,13,../input/petfinder-pawpularity-score/train/04bf5c88ffbddc20c4b5f41072310dfd.jpg,1,0,29.490597
04d203922a8c5db8f75188683017a352,0,1,1,1,0,0,0,0,0,0,0,0,40,../input/petfinder-pawpularity-score/train/04d203922a8c5db8f75188683017a352.jpg,5,0,31.837067
04d63711465c5f95e31720af422e326f,0,1,1,1,0,0,0,0,0,0,0,0,16,../input/petfinder-pawpularity-score/train/04d63711465c5f95e31720af422e326f.jpg,2,0,30.356958
04d6584c30cfead253f01f326f214112,0,1,1,1,0,0,1,0,0,0,0,0,28,../input/petfinder-pawpularity-score/train/04d6584c30cfead253f01f326f214112.jpg,3,0,31.265184
04da7e561eb86d14d1e96f108e1100d7,1,1,1,1,0,0,0,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/04da7e561eb86d14d1e96f108e1100d7.jpg,3,0,25.748474
04dc0eb367365366aa5403f4c908784e,0,0,1,1,0,0,0,0,0,0,0,0,62,../input/petfinder-pawpularity-score/train/04dc0eb367365366aa5403f4c908784e.jpg,8,0,35.785522
04e7c6e038547136091b5e947fb8a672,0,1,1,1,0,0,0,0,1,0,0,0,29,../input/petfinder-pawpularity-score/train/04e7c6e038547136091b5e947fb8a672.jpg,3,0,21.852098
04e982d21834981fea72716f2ca6fd56,0,0,0,1,0,0,0,0,0,0,0,0,15,../input/petfinder-pawpularity-score/train/04e982d21834981fea72716f2ca6fd56.jpg,1,0,28.054173
04ebc0325d5dee6f49e4cd3dea1b3839,0,1,1,1,0,1,0,0,0,0,0,0,39,../input/petfinder-pawpularity-score/train/04ebc0325d5dee6f49e4cd3dea1b3839.jpg,5,0,27.773035
04f346df5c8285784504ea4ca6576684,0,1,1,1,0,0,0,0,0,0,0,0,46,../input/petfinder-pawpularity-score/train/04f346df5c8285784504ea4ca6576684.jpg,6,0,32.911987
04fef9f129bc6e4b90644d4290fde8c3,0,1,1,1,0,0,0,0,0,0,0,0,100,../input/petfinder-pawpularity-score/train/04fef9f129bc6e4b90644d4290fde8c3.jpg,13,0,67.39256
050ab8059a28a24723d621709f4db97c,0,0,1,1,0,0,0,0,0,0,0,0,54,../input/petfinder-pawpularity-score/train/050ab8059a28a24723d621709f4db97c.jpg,7,0,61.190685
052290b91828524aa34bb2c05079bb33,0,1,1,1,0,0,0,0,0,0,0,0,63,../input/petfinder-pawpularity-score/train/052290b91828524aa34bb2c05079bb33.jpg,8,0,27.513218
05257f67e216eaf0aa65f67e86e26640,0,1,1,1,0,0,0,0,0,0,0,0,24,../input/petfinder-pawpularity-score/train/05257f67e216eaf0aa65f67e86e26640.jpg,3,0,19.489817
053684ba5b25535ea1adad38c50cfe16,0,0,1,1,0,0,1,0,0,0,0,0,29,../input/petfinder-pawpularity-score/train/053684ba5b25535ea1adad38c50cfe16.jpg,3,0,37.4912
053d215699033aa37c5238412eb079d0,0,1,1,1,0,0,0,0,0,0,0,0,7,../input/petfinder-pawpularity-score/train/053d215699033aa37c5238412eb079d0.jpg,0,0,30.394749
054712fd5f0bd399ee7a3efbc5750f5e,0,1,1,1,0,0,0,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/054712fd5f0bd399ee7a3efbc5750f5e.jpg,3,0,34.103676
0547dcc180746ae58fe974cca0be9c9c,0,1,1,1,0,0,0,0,0,0,0,0,30,../input/petfinder-pawpularity-score/train/0547dcc180746ae58fe974cca0be9c9c.jpg,4,0,48.073032
054922c07086bb8af4e3775e2fd166c3,0,1,1,1,0,0,0,0,0,0,0,0,17,../input/petfinder-pawpularity-score/train/054922c07086bb8af4e3775e2fd166c3.jpg,2,0,27.14068
056856aa5408b54049810e88cf94fa8c,0,1,1,1,0,0,0,0,0,0,0,0,40,../input/petfinder-pawpularity-score/train/056856aa5408b54049810e88cf94fa8c.jpg,5,0,23.313
056bad3e5c3de7c9b7182cdc8a36ea32,0,1,1,1,0,0,0,0,1,1,0,0,20,../input/petfinder-pawpularity-score/train/056bad3e5c3de7c9b7182cdc8a36ea32.jpg,2,0,33.342373
057002edc16aadc40f84c2901ba545e0,0,1,1,1,0,0,0,0,0,0,0,0,17,../input/petfinder-pawpularity-score/train/057002edc16aadc40f84c2901ba545e0.jpg,2,0,26.104216
0572a9081b88001e50f87ba2a3f0e2ba,0,1,1,1,0,0,0,0,1,0,0,0,33,../input/petfinder-pawpularity-score/train/0572a9081b88001e50f87ba2a3f0e2ba.jpg,4,0,26.102758
059806fc76cbc082724c3314e2023491,0,0,1,1,0,0,0,0,0,0,0,1,50,../input/petfinder-pawpularity-score/train/059806fc76cbc082724c3314e2023491.jpg,6,0,32.356594
059ce34d757095370e920743b60080b6,0,1,1,1,0,1,0,0,0,0,0,0,11,../input/petfinder-pawpularity-score/train/059ce34d757095370e920743b60080b6.jpg,1,0,19.992455
059e62827e9d93274b744bff6f0219ef,0,1,1,0,0,0,1,0,0,0,0,0,56,../input/petfinder-pawpularity-score/train/059e62827e9d93274b744bff6f0219ef.jpg,7,0,22.028633
05a29b13c5a73d51e882c759916c74d6,0,1,1,1,0,0,0,1,0,1,1,0,10,../input/petfinder-pawpularity-score/train/05a29b13c5a73d51e882c759916c74d6.jpg,1,0,32.465176
05a41be81c0d99ed4c8c10dd83a3ab76,0,1,1,1,0,0,0,0,0,0,0,0,26,../input/petfinder-pawpularity-score/train/05a41be81c0d99ed4c8c10dd83a3ab76.jpg,3,0,17.73424
05c23d6c30f8d0b5534f7a9884a2c868,0,1,1,1,0,0,0,0,0,0,0,0,26,../input/petfinder-pawpularity-score/train/05c23d6c30f8d0b5534f7a9884a2c868.jpg,3,0,37.46495
05cb28ac5d7cc211a51ebe1d925d175d,0,1,1,1,0,0,0,0,1,1,0,0,46,../input/petfinder-pawpularity-score/train/05cb28ac5d7cc211a51ebe1d925d175d.jpg,6,0,28.918835
05e892df5b8cbb4f67068aeacff1c95d,0,1,1,1,0,0,0,0,0,0,0,0,16,../input/petfinder-pawpularity-score/train/05e892df5b8cbb4f67068aeacff1c95d.jpg,2,0,29.99069
05eb59c0af90bc6b419af2a506804537,0,0,1,1,0,0,0,0,0,0,0,0,8,../input/petfinder-pawpularity-score/train/05eb59c0af90bc6b419af2a506804537.jpg,0,0,27.42981
061acf6734b1c2a8e42e5a530ec8e6c4,0,1,1,1,0,0,0,0,0,0,0,0,23,../input/petfinder-pawpularity-score/train/061acf6734b1c2a8e42e5a530ec8e6c4.jpg,3,0,22.89495
0621169e2b2f2a7f051edd692f05a25a,0,0,1,0,0,0,0,0,0,0,0,0,12,../input/petfinder-pawpularity-score/train/0621169e2b2f2a7f051edd692f05a25a.jpg,1,0,26.131538
063b049838815c800a8355a73ecb9d52,0,1,1,0,0,0,0,0,0,0,0,0,54,../input/petfinder-pawpularity-score/train/063b049838815c800a8355a73ecb9d52.jpg,7,0,28.859066
063bbea2ec0aa59ff248f96bde9d0d4d,0,0,0,1,0,1,0,0,0,0,0,0,24,../input/petfinder-pawpularity-score/train/063bbea2ec0aa59ff248f96bde9d0d4d.jpg,3,0,34.65106
063d79b149f4d163eae86f777a39a42f,0,0,1,1,0,0,0,0,0,0,0,1,100,../input/petfinder-pawpularity-score/train/063d79b149f4d163eae86f777a39a42f.jpg,13,0,57.210796
06581f7f85666b267020ad85fd0241f9,1,1,1,1,0,0,0,0,0,0,0,0,2,../input/petfinder-pawpularity-score/train/06581f7f85666b267020ad85fd0241f9.jpg,0,0,16.377739
065fc0e5845e3dea9255d657972af9b9,0,1,1,0,0,0,0,0,0,0,0,0,41,../input/petfinder-pawpularity-score/train/065fc0e5845e3dea9255d657972af9b9.jpg,5,0,33.398144
06663a108456ffc23b983cdc783d9bd5,1,1,1,1,0,0,0,0,0,0,0,0,19,../input/petfinder-pawpularity-score/train/06663a108456ffc23b983cdc783d9bd5.jpg,2,0,25.46649
06738f64265a7371bd0788fbfd95b510,0,0,0,1,0,0,0,0,0,1,0,0,38,../input/petfinder-pawpularity-score/train/06738f64265a7371bd0788fbfd95b510.jpg,5,0,26.191616
067cc48f05c2b6107dbdf7df6cade80f,0,0,0,1,0,0,1,0,0,0,0,0,3,../input/petfinder-pawpularity-score/train/067cc48f05c2b6107dbdf7df6cade80f.jpg,0,0,31.468325
068c16d366fa80da754fc14932f4811e,0,0,1,1,0,1,0,0,0,0,0,1,30,../input/petfinder-pawpularity-score/train/068c16d366fa80da754fc14932f4811e.jpg,4,0,23.36875
0691472b252814744429e105859bc65c,0,0,1,1,0,0,0,0,0,0,0,1,33,../input/petfinder-pawpularity-score/train/0691472b252814744429e105859bc65c.jpg,4,0,26.740923
0692cfeb94cbd436b2de36126352e20b,0,0,0,1,0,0,0,0,0,0,0,0,31,../input/petfinder-pawpularity-score/train/0692cfeb94cbd436b2de36126352e20b.jpg,4,0,27.000452
069fcf0f3237285346714ed7369512b4,0,1,1,1,0,0,0,0,0,0,0,0,13,../input/petfinder-pawpularity-score/train/069fcf0f3237285346714ed7369512b4.jpg,1,0,27.593864
06a6c682c8042ba462bbb4cd2305bcbd,0,1,1,1,0,0,0,0,0,0,0,0,5,../input/petfinder-pawpularity-score/train/06a6c682c8042ba462bbb4cd2305bcbd.jpg,0,0,22.130781
06bb9119b8c0c60908b941ceaa0047c4,0,1,1,1,0,0,0,0,0,0,0,0,37,../input/petfinder-pawpularity-score/train/06bb9119b8c0c60908b941ceaa0047c4.jpg,5,0,33.30149
06d7d9cb8db431ee58b8832646a7ca82,0,0,0,1,0,0,0,0,1,0,0,0,16,../input/petfinder-pawpularity-score/train/06d7d9cb8db431ee58b8832646a7ca82.jpg,2,0,30.040703
06e3d38445f1cd6284ab6bc92720bc12,0,1,1,1,0,0,0,0,0,0,0,0,27,../input/petfinder-pawpularity-score/train/06e3d38445f1cd6284ab6bc92720bc12.jpg,3,0,25.276867
